"corporate.payment...2.";"corporate.payment...4."
2010-10-06;4975.3
2010-10-06;38.88
2010-10-06;38.88
2010-10-06;117.32
2010-10-06;117.32
2010-10-06;886.33
2010-10-06;886.33
2010-10-06;803.81
2010-10-06;803.81
2010-10-06;58.06
2010-10-06;58.06
2010-10-06;800.55
2010-10-06;889.59
2010-10-06;183.12
2010-10-06;544.8
2010-10-06;544.8
2010-10-06;1145.34
2010-10-06;1145.34
2010-10-06;148.79
2010-10-06;148.79
2010-10-06;38.6
2010-10-06;19.76
2010-10-06;231.48
2010-10-06;50.75
2010-10-06;50.75
2010-10-07;3.82
2010-10-07;5.09
2010-10-07;3.47
2010-10-07;105.22
2010-10-07;16.3
2010-10-07;6.2
2010-10-07;21.45
2010-10-07;84.91
2010-10-07;91.76
2010-10-07;4845.98
2010-10-07;602.75
2010-10-07;8791.93
2010-10-07;1949.05
2010-10-07;239.64
2010-10-07;3645.66
2010-10-07;3684.24
2010-10-07;581.25
2010-10-07;9.33
2010-10-07;53.95
2010-10-07;181.25
2010-10-07;523.36
2010-10-07;139.43
2010-10-07;278.85
2010-10-07;131.76
2010-10-07;110.76
2010-10-07;237.28
2010-10-07;194.69
2010-10-07;265.52
2010-10-07;101.77
2010-10-07;153.87
2010-10-07;182.02
2010-10-07;-1712.5
2010-10-07;74.09
2010-10-08;3.78
2010-10-08;3.78
2010-10-08;3.78
2010-10-08;3.78
2010-10-08;3.78
2010-10-08;4.04
2010-10-08;4.52
2010-10-08;3.78
2010-10-08;3.78
2010-10-08;3.78
2010-10-08;3.47
2010-10-08;3.78
2010-10-08;7.56
2010-10-08;3.82
2010-10-08;44.73
2010-10-08;3.82
2010-10-08;3.82
2010-10-08;112.27
2010-10-08;29.06
2010-10-08;201.75
2010-10-08;79.24
2010-10-08;19840.33
2010-10-08;1538.54
2010-10-08;58.3
2010-10-08;13212.91
2010-10-08;521.55
2010-10-08;354.48
2010-10-08;310.68
2010-10-08;200.75
2010-10-08;41.89
2010-10-08;36.34
2010-10-08;-355
2010-10-08;171.84
2010-10-08;140.06
2010-10-08;32.14
2010-10-08;-4.17
2010-10-08;7.19
2010-10-08;1260
2010-10-08;185.93
2010-10-08;71.1
2010-10-08;1154.99
2010-10-08;149.65
2010-10-08;29.6
2010-10-08;14.8
2010-10-08;63.37
2010-10-08;586.25
2010-10-08;163.24
2010-10-08;295.67
2010-10-08;10684.5
2010-10-08;1203.15
2010-10-08;236.75
2010-10-08;356.63
2010-10-08;-1018
2010-10-08;-195
2010-10-08;291.86
2010-10-08;51.63
2010-10-08;51.63
2010-10-11;48.65
2010-10-11;305.1
2010-10-11;4.08
2010-10-11;4.77
2010-10-11;3.5
2010-10-11;7.63
2010-10-11;3.82
2010-10-11;24.58
2010-10-11;330.3
2010-10-11;46.83
2010-10-11;902.81
2010-10-11;1369.6
2010-10-11;208.78
2010-10-11;33.75
2010-10-11;63.46
2010-10-11;50187.34
2010-10-11;789.49
2010-10-11;39.28
2010-10-11;49.99
2010-10-11;222.44
2010-10-11;-222.44
2010-10-11;92.14
2010-10-11;216.71
2010-10-11;594.53
2010-10-11;396.36
2010-10-11;-27.55
2010-10-11;788.06
2010-10-12;10.24
2010-10-12;3.5
2010-10-12;44.73
2010-10-12;241.19
2010-10-12;326.71
2010-10-12;37.96
2010-10-12;793.96
2010-10-12;190.12
2010-10-12;184.45
2010-10-12;101.5
2010-10-12;756.62
2010-10-12;1168.2
2010-10-12;22
2010-10-12;75.08
2010-10-12;75.08
2010-10-12;75.08
2010-10-12;75.08
2010-10-12;13029.95
2010-10-12;810.95
2010-10-12;115.99
2010-10-12;42.35
2010-10-12;483.36
2010-10-12;136.11
2010-10-12;45.65
2010-10-12;4839.25
2010-10-12;500.85
2010-10-12;143.1
2010-10-12;1109.31
2010-10-12;100.17
2010-10-12;21.47
2010-10-12;2306.73
2010-10-12;243.8
2010-10-12;389.55
2010-10-12;389.55
2010-10-12;149.25
2010-10-12;31207.59
2010-10-12;993.87
2010-10-12;1215.59
2010-10-12;1833.64
2010-10-12;675.33
2010-10-12;3160.77
2010-10-12;1026.61
2010-10-12;143.1
2010-10-12;143.1
2010-10-12;286.2
2010-10-12;778.03
2010-10-12;591.22
2010-10-12;10028.4
2010-10-12;2139.93
2010-10-12;675.33
2010-10-12;553.41
2010-10-12;1798
2010-10-12;12.92
2010-10-12;44.57
2010-10-12;214.65
2010-10-12;228.96
2010-10-12;555.44
2010-10-12;71.55
2010-10-12;71.55
2010-10-12;816.36
2010-10-12;153.7
2010-10-12;75.15
2010-10-12;2261.88
2010-10-12;253.87
2010-10-12;130
2010-10-12;374.91
2010-10-12;166
2010-10-12;-240.88
2010-10-12;1122
2010-10-12;730.88
2010-10-12;-690.39
2010-10-12;127.74
2010-10-13;20.48
2010-10-13;17.72
2010-10-13;17.88
2010-10-13;35.37
2010-10-13;40.69
2010-10-13;1759.05
2010-10-13;1491.27
2010-10-13;3726.19
2010-10-13;90.18
2010-10-13;345.24
2010-10-13;55.46
2010-10-13;214.65
2010-10-13;7588.18
2010-10-13;232.66
2010-10-13;161.56
2010-10-13;116.94
2010-10-13;835.28
2010-10-13;5.47
2010-10-13;47.53
2010-10-13;74.3
2010-10-13;-22.55
2010-10-13;132.81
2010-10-13;2547.66
2010-10-13;214.71
2010-10-13;196.96
2010-10-13;346.77
2010-10-13;53
2010-10-13;4.65
2010-10-13;148.65
2010-10-14;20.48
2010-10-14;17.88
2010-10-14;13.14
2010-10-14;21.98
2010-10-14;8790.47
2010-10-14;10080.63
2010-10-14;889.87
2010-10-14;2151.92
2010-10-14;358.44
2010-10-14;642
2010-10-14;272.33
2010-10-14;10.6
2010-10-14;952.35
2010-10-14;95.4
2010-10-14;174.14
2010-10-14;46.34
2010-10-14;366.84
2010-10-14;75.72
2010-10-14;286.2
2010-10-14;15.11
2010-10-14;249.44
2010-10-14;322.78
2010-10-14;100.91
2010-10-14;3437.71
2010-10-14;185.21
2010-10-14;988.07
2010-10-14;111.28
2010-10-14;54.86
2010-10-14;53.74
2010-10-14;215.11
2010-10-14;5381.11
2010-10-14;824.75
2010-10-14;432.73
2010-10-14;1122.1
2010-10-14;20.41
2010-10-14;2.58
2010-10-14;168.55
2010-10-14;81.05
2010-10-14;149.5
2010-10-14;26.51
2010-10-14;315.22
2010-10-14;139.17
2010-10-14;71.45
2010-10-14;3810.28
2010-10-14;472.09
2010-10-14;18.36
2010-10-14;1050.73
2010-10-14;53
2010-10-14;159
2010-10-14;300.97
2010-10-14;183.39
2010-10-14;169.49
2010-10-14;71.56
2010-10-14;55.08
2010-10-14;7537.11
2010-10-14;4244.7
2010-10-14;1597.93
2010-10-14;5652.83
2010-10-14;-1756.83
2010-10-15;74.77
2010-10-15;23.22
2010-10-15;11.71
2010-10-15;755.37
2010-10-15;6402.61
2010-10-15;317.47
2010-10-15;12253.87
2010-10-15;815.95
2010-10-15;532.65
2010-10-15;378.42
2010-10-15;474
2010-10-15;1376.93
2010-10-15;627.12
2010-10-15;594.2
2010-10-15;105.58
2010-10-15;59.42
2010-10-15;13.25
2010-10-15;643.17
2010-10-15;59.06
2010-10-15;543.07
2010-10-15;401
2010-10-15;753.83
2010-10-15;378.99
2010-10-15;434.92
2010-10-15;11.78
2010-10-15;450
2010-10-15;379.8
2010-10-15;871.99
2010-10-15;286.35
2010-10-15;305.46
2010-10-15;86.27
2010-10-15;51.18
2010-10-15;86.27
2010-10-15;755.87
2010-10-15;-1575.98
2010-10-15;2310.64
2010-10-16;-1049.5
2010-10-16;-3249.86
2010-10-16;2034.9
2010-10-18;38.89
2010-10-18;126.04
2010-10-18;149.76
2010-10-18;144.1
2010-10-18;635.47
2010-10-18;170.98
2010-10-18;6452.11
2010-10-18;592.28
2010-10-18;2224.41
2010-10-18;1691.28
2010-10-18;105.68
2010-10-18;147.09
2010-10-18;1164.94
2010-10-18;26.42
2010-10-18;14.4
2010-10-18;17.74
2010-10-18;1352.5
2010-10-18;2061.3
2010-10-18;1961.53
2010-10-18;1276.42
2010-10-18;206.7
2010-10-18;1232.78
2010-10-18;31.95
2010-10-18;145.04
2010-10-18;334.01
2010-10-18;70.5
2010-10-18;-462.88
2010-10-18;173.65
2010-10-18;109.62
2010-10-18;167.97
2010-10-19;275.23
2010-10-19;96.75
2010-10-19;404.97
2010-10-19;7264.16
2010-10-19;74.1
2010-10-19;2760.05
2010-10-19;97.22
2010-10-19;1241.08
2010-10-19;286.92
2010-10-19;217
2010-10-19;2895.38
2010-10-19;605.65
2010-10-19;177.44
2010-10-19;469.49
2010-10-19;279.16
2010-10-19;341.49
2010-10-19;356.14
2010-10-19;684.87
2010-10-19;14
2010-10-19;162.95
2010-10-19;1270.94
2010-10-19;55.5
2010-10-19;295.57
2010-10-19;1077
2010-10-19;1123.39
2010-10-19;12.01
2010-10-19;417.75
2010-10-19;43.55
2010-10-19;153.87
2010-10-19;1118.45
2010-10-19;-944.9
2010-10-20;100.38
2010-10-20;3.82
2010-10-20;584.31
2010-10-20;277.2
2010-10-20;112.1
2010-10-20;21.2
2010-10-20;-1192.5
2010-10-20;228.48
2010-10-20;26.75
2010-10-20;1194.98
2010-10-20;13.96
2010-10-20;15.89
2010-10-20;51.05
2010-10-20;2892.9
2010-10-20;363.61
2010-10-20;8817.13
2010-10-20;884.01
2010-10-20;23.83
2010-10-20;98.76
2010-10-20;6470.74
2010-10-20;765.63
2010-10-20;179.39
2010-10-20;893.33
2010-10-20;1211.66
2010-10-20;-484
2010-10-20;46.59
2010-10-20;-1233.73
2010-10-20;512.4
2010-10-20;47.85
2010-10-21;3.78
2010-10-21;3.82
2010-10-21;3516.73
2010-10-21;421.41
2010-10-21;51.27
2010-10-21;394.49
2010-10-21;10.09
2010-10-21;3.02
2010-10-21;885.35
2010-10-21;1183.75
2010-10-21;8396.87
2010-10-21;1304.27
2010-10-21;532.14
2010-10-21;43.61
2010-10-21;180.64
2010-10-21;-123.32
2010-10-21;209.92
2010-10-21;1070.16
2010-10-21;945.02
2010-10-21;-945.02
2010-10-21;14829.4
2010-10-21;10110.44
2010-10-21;158.05
2010-10-21;3565.49
2010-10-21;33.95
2010-10-21;94.15
2010-10-21;84.14
2010-10-21;77.06
2010-10-21;25.69
2010-10-21;47.56
2010-10-21;-230.04
2010-10-21;152.76
2010-10-21;3516.73
2010-10-21;120.93
2010-10-21;820.43
2010-10-22;174.23
2010-10-22;13067.02
2010-10-22;2163.66
2010-10-22;62.27
2010-10-22;-1215.59
2010-10-22;219.8
2010-10-22;118.33
2010-10-22;26.64
2010-10-22;33.38
2010-10-22;152.04
2010-10-22;550.22
2010-10-22;466.62
2010-10-22;186.25
2010-10-22;1207.67
2010-10-22;3091.75
2010-10-22;3107.84
2010-10-22;3539.11
2010-10-22;865.4
2010-10-22;20908.6
2010-10-22;60.73
2010-10-22;1512.6
2010-10-22;108.35
2010-10-22;756.5
2010-10-22;47.9
2010-10-22;377.79
2010-10-22;32.14
2010-10-22;28.23
2010-10-22;2371.05
2010-10-22;625.84
2010-10-22;245.07
2010-10-22;183.66
2010-10-22;852.06
2010-10-22;11.2
2010-10-23;1093.39
2010-10-25;74.14
2010-10-25;17.88
2010-10-25;76
2010-10-25;4.2
2010-10-25;169.95
2010-10-25;103.81
2010-10-25;92.01
2010-10-25;27.69
2010-10-25;148.4
2010-10-25;54.12
2010-10-25;1199.13
2010-10-25;12144.31
2010-10-25;207.12
2010-10-25;496.84
2010-10-25;1475.43
2010-10-25;2145.98
2010-10-25;101.84
2010-10-25;3091.75
2010-10-25;3951
2010-10-25;499.5
2010-10-25;266.28
2010-10-25;9567.73
2010-10-25;69.19
2010-10-25;720.4
2010-10-25;495
2010-10-25;98.56
2010-10-25;356.74
2010-10-25;5572.45
2010-10-25;862.94
2010-10-25;871.4
2010-10-25;255.85
2010-10-25;91.97
2010-10-25;55.44
2010-10-25;135.06
2010-10-26;28.88
2010-10-26;392.01
2010-10-26;1571.49
2010-10-26;361.13
2010-10-26;7782.96
2010-10-26;24652.31
2010-10-26;67.26
2010-10-26;170.61
2010-10-26;11501.18
2010-10-26;198.75
2010-10-26;118.88
2010-10-26;-99.34
2010-10-26;-1404.21
2010-10-26;14.12
2010-10-26;0.98
2010-10-26;109.33
2010-10-26;102.77
2010-10-26;749.64
2010-10-26;481.67
2010-10-26;293.48
2010-10-26;241.17
2010-10-26;1741.39
2010-10-26;669.3
2010-10-26;841.65
2010-10-26;133
2010-10-26;88.91
2010-10-26;157
2010-10-26;213.57
2010-10-27;796.02
2010-10-27;136.82
2010-10-27;321.38
2010-10-27;528.2
2010-10-27;42
2010-10-27;144.8
2010-10-27;1786.32
2010-10-27;509.06
2010-10-27;182.12
2010-10-27;57.72
2010-10-27;73.8
2010-10-27;4.79
2010-10-27;973.4
2010-10-27;22.72
2010-10-27;808.86
2010-10-27;18.46
2010-10-27;214.09
2010-10-27;397.75
2010-10-27;50.69
2010-10-27;901
2010-10-27;74.2
2010-10-27;296.8
2010-10-27;156.14
2010-10-27;157.12
2010-10-27;347.74
2010-10-27;47.79
2010-10-28;23.57
2010-10-28;222.44
2010-10-28;8739.18
2010-10-28;591.25
2010-10-28;529.47
2010-10-28;186.53
2010-10-28;137.64
2010-10-28;39.64
2010-10-28;4501.28
2010-10-28;26.75
2010-10-28;-26.75
2010-10-28;1779.75
2010-10-28;13862.38
2010-10-28;938.44
2010-10-28;17411.99
2010-10-28;1329.9
2010-10-28;74.5
2010-10-28;438.23
2010-10-28;5959.74
2010-10-28;-85.86
2010-10-28;97.98
2010-10-28;1597.43
2010-10-28;386.09
2010-10-28;1028.46
2010-10-28;32.4
2010-10-28;-3127.78
2010-10-28;294.8
2010-10-28;117.05
2010-10-28;10961.8
2010-10-28;5740.64
2010-10-28;2623.44
2010-10-28;1148.34
2010-10-28;659.95
2010-10-28;770.9
2010-10-28;24.38
2010-10-28;1774.87
2010-10-28;815.78
2010-10-28;366.78
2010-10-28;1651.48
2010-10-28;604.17
2010-10-28;462.28
2010-10-28;568.66
2010-10-28;113.61
2010-10-28;148.27
2010-10-28;690.35
2010-10-28;75.14
2010-10-28;607.79
2010-10-28;24468.15
2010-10-28;244.23
2010-10-28;172.28
2010-10-28;929.93
2010-10-28;2309.9
2010-10-28;24097.59
2010-10-28;3771.48
2010-10-28;304.81
2010-10-28;1257.97
2010-10-28;14.42
2010-10-28;0
2010-10-29;162.8
2010-10-29;8.62
2010-10-29;41.11
2010-10-29;35
2010-10-29;169
2010-10-29;1192.5
2010-10-29;4.9
2010-10-29;-5959.74
2010-10-29;5959.74
2010-10-29;504.1
2010-10-29;223.34
2010-10-29;55.01
2010-10-29;131.53
2010-10-29;3426.53
2010-10-29;383.53
2010-10-29;308.45
2010-10-29;581.51
2010-10-29;3225.7
2010-10-29;62.74
2010-10-29;97.88
2010-10-29;100.05
2010-10-29;95.71
2010-10-29;60.5
2010-10-29;101.44
2010-10-29;54.63
2010-10-29;23.67
2010-10-29;51.94
2010-10-29;112.23
2010-10-29;18
2010-10-29;72.09
2010-10-29;37.43
2010-10-29;738.5
2010-10-29;1087.16
2010-10-29;14.59
2010-10-29;9.77
2010-10-29;7.47
2010-10-30;1472.03
2010-11-01;98.62
2010-11-01;2058.79
2010-11-01;537.75
2010-11-01;1226.46
2010-11-01;821.18
2010-11-01;15344.73
2010-11-01;1645.27
2010-11-01;634.4
2010-11-01;315.88
2010-11-01;-114.4
2010-11-01;114.4
2010-11-01;1782.5
2010-11-01;1457.84
2010-11-01;7997.7
2010-11-01;7016.19
2010-11-01;794.21
2010-11-01;456.04
2010-11-01;4647.25
2010-11-01;529.47
2010-11-01;261.99
2010-11-01;106.76
2010-11-01;48.82
2010-11-01;333
2010-11-01;155.73
2010-11-01;31.44
2010-11-01;446.55
2010-11-01;25.99
2010-11-01;374.24
2010-11-01;933.21
2010-11-01;37.7
2010-11-01;335.4
2010-11-01;43.82
2010-11-01;-47.38
2010-11-01;38.35
2010-11-01;2439.87
2010-11-01;49.8
2010-11-01;142.84
2010-11-01;775.84
2010-11-01;1552.56
2010-11-01;229.42
2010-11-02;23.57
2010-11-02;5
2010-11-02;30.8
2010-11-02;3.7
2010-11-02;38.45
2010-11-02;166.48
2010-11-02;59.93
2010-11-02;148.35
2010-11-02;3129.2
2010-11-02;470.4
2010-11-02;75.57
2010-11-02;-232.3
2010-11-02;-84.91
2010-11-02;232.3
2010-11-02;46.83
2010-11-02;7920.68
2010-11-02;1446.48
2010-11-02;955.83
2010-11-02;31.06
2010-11-02;38.92
2010-11-02;111.82
2010-11-02;157.81
2010-11-02;315.2
2010-11-02;1596.49
2010-11-02;146.34
2010-11-02;1927.56
2010-11-02;216.24
2010-11-02;29.3
2010-11-02;26.37
2010-11-02;262.46
2010-11-02;2110.3
2010-11-02;12.03
2010-11-02;163.73
2010-11-02;13720.22
2010-11-02;2141.03
2010-11-02;9096.95
2010-11-02;345.86
2010-11-02;458.39
2010-11-02;431.73
2010-11-02;82.26
2010-11-02;621.35
2010-11-02;5802.16
2010-11-02;0
2010-11-03;44.89
2010-11-03;106.05
2010-11-03;21437.34
2010-11-03;160.39
2010-11-03;128.7
2010-11-03;128.7
2010-11-03;9.01
2010-11-03;49.55
2010-11-03;42.04
2010-11-03;178.45
2010-11-03;623
2010-11-03;40.8
2010-11-03;36878.67
2010-11-03;931.26
2010-11-03;2585.99
2010-11-03;276.68
2010-11-03;8033.06
2010-11-03;1597.52
2010-11-03;498.91
2010-11-03;134
2010-11-03;245.77
2010-11-03;93.15
2010-11-03;63.65
2010-11-03;8.24
2010-11-03;263.17
2010-11-03;259.18
2010-11-03;457.02
2010-11-03;1639.2
2010-11-03;54.88
2010-11-03;42.94
2010-11-03;1192
2010-11-03;-325
2010-11-03;78.21
2010-11-03;1281.85
2010-11-03;-169
2010-11-03;5629.84
2010-11-03;96.72
2010-11-03;104.53
2010-11-03;99.52
2010-11-03;0
2010-11-04;26.75
2010-11-04;49.55
2010-11-04;33.38
2010-11-04;1294.86
2010-11-04;193.73
2010-11-04;46.83
2010-11-04;110.46
2010-11-04;1853.25
2010-11-04;35.89
2010-11-04;24.13
2010-11-04;944.25
2010-11-04;158.47
2010-11-04;2987.22
2010-11-04;214.71
2010-11-04;988.11
2010-11-04;14.81
2010-11-04;171.07
2010-11-04;134.12
2010-11-04;407.79
2010-11-04;651.62
2010-11-04;118.85
2010-11-04;90.39
2010-11-04;1178.68
2010-11-04;-966.77
2010-11-04;-79
2010-11-04;6.66
2010-11-04;242.02
2010-11-04;5626.6
2010-11-04;1330.44
2010-11-04;2586.4
2010-11-04;2398.25
2010-11-04;29658.8
2010-11-04;13701.28
2010-11-04;211.46
2010-11-04;17.99
2010-11-04;561.19
2010-11-04;103
2010-11-04;1364.26
2010-11-04;-103
2010-11-04;91.5
2010-11-04;180.11
2010-11-04;57.93
2010-11-04;667.36
2010-11-04;178.51
2010-11-04;206.41
2010-11-04;396.24
2010-11-04;25.68
2010-11-04;93.37
2010-11-04;107.1
2010-11-04;40.8
2010-11-04;133.6
2010-11-04;6006.02
2010-11-05;40.04
2010-11-05;5.82
2010-11-05;5
2010-11-05;4.08
2010-11-05;130.1
2010-11-05;8565.83
2010-11-05;100
2010-11-05;1628.38
2010-11-05;1628.38
2010-11-05;1.46
2010-11-05;23.2
2010-11-05;74.5
2010-11-05;166.06
2010-11-05;204.16
2010-11-05;65.48
2010-11-05;30.54
2010-11-05;-2645.41
2010-11-05;600.65
2010-11-05;23722.13
2010-11-05;2377.75
2010-11-05;465.71
2010-11-05;254.55
2010-11-05;84.85
2010-11-05;80.27
2010-11-05;525.39
2010-11-05;40.92
2010-11-05;301.54
2010-11-05;63.28
2010-11-05;983.1
2010-11-05;94.79
2010-11-05;5500.08
2010-11-05;12
2010-11-05;-1364.26
2010-11-05;12.36
2010-11-05;167.9
2010-11-05;31.8
2010-11-05;31.8
2010-11-05;286.2
2010-11-05;286.2
2010-11-05;5652.83
2010-11-05;361.11
2010-11-05;3672.38
2010-11-05;11122.05
2010-11-05;11122.05
2010-11-05;186.83
2010-11-05;1635.35
2010-11-05;1635.35
2010-11-05;1837.71
2010-11-05;2182.44
2010-11-05;506.9
2010-11-05;3497.5
2010-11-05;981.77
2010-11-06;425.88
2010-11-06;32.04
2010-11-06;32.04
2010-11-06;115.44
2010-11-06;264.9
2010-11-06;188.14
2010-11-06;349.33
2010-11-06;85.98
2010-11-08;5.24
2010-11-08;5
2010-11-08;100.04
2010-11-08;3.82
2010-11-08;11187.67
2010-11-08;61.74
2010-11-08;1158.58
2010-11-08;1607.32
2010-11-08;4239.57
2010-11-08;986.05
2010-11-08;2965.88
2010-11-08;644.41
2010-11-08;1093.92
2010-11-08;364.64
2010-11-08;182.32
2010-11-08;2660.36
2010-11-08;278.79
2010-11-08;65.53
2010-11-08;51.79
2010-11-08;101.44
2010-11-08;79.18
2010-11-08;216.66
2010-11-08;381.56
2010-11-08;42.14
2010-11-08;158
2010-11-08;2472.87
2010-11-08;235.92
2010-11-08;361.56
2010-11-08;333.09
2010-11-08;3707.36
2010-11-08;759.17
2010-11-08;2073.47
2010-11-08;280.9
2010-11-08;880.33
2010-11-08;16.6
2010-11-08;58.04
2010-11-08;91.14
2010-11-08;14337.28
2010-11-08;20.08
2010-11-08;104.81
2010-11-08;313.9
2010-11-08;-410.2
2010-11-08;3394.5
2010-11-08;54.95
2010-11-08;1141.31
2010-11-08;1048.79
2010-11-09;8.34
2010-11-09;3.25
2010-11-09;5.39
2010-11-09;5
2010-11-09;38.62
2010-11-09;57.62
2010-11-09;70.04
2010-11-09;68.62
2010-11-09;5
2010-11-09;4.08
2010-11-09;3.5
2010-11-09;137.09
2010-11-09;3.82
2010-11-09;3.5
2010-11-09;3.82
2010-11-09;145.78
2010-11-09;31.8
2010-11-09;84.8
2010-11-09;31.8
2010-11-09;3.5
2010-11-09;31.8
2010-11-09;3.5
2010-11-09;108.37
2010-11-09;108.37
2010-11-09;126.04
2010-11-09;25.97
2010-11-09;226.51
2010-11-09;1464.65
2010-11-09;11.06
2010-11-09;779
2010-11-09;4380.49
2010-11-09;27.69
2010-11-09;927.11
2010-11-09;46.33
2010-11-09;449.65
2010-11-09;429.3
2010-11-09;-29.96
2010-11-09;192.43
2010-11-09;169.6
2010-11-09;51.94
2010-11-09;746.06
2010-11-09;11793.49
2010-11-09;35.67
2010-11-09;95.8
2010-11-09;709.68
2010-11-09;55.13
2010-11-09;81.73
2010-11-09;179.43
2010-11-09;95.8
2010-11-09;26.8
2010-11-09;611.22
2010-11-09;93.12
2010-11-09;179.75
2010-11-09;178.6
2010-11-09;44.18
2010-11-09;-126.92
2010-11-09;69.5
2010-11-09;-517.88
2010-11-09;45.03
2010-11-09;676.24
2010-11-09;366.24
2010-11-10;48.62
2010-11-10;3.62
2010-11-10;3.62
2010-11-10;27.25
2010-11-10;8.34
2010-11-10;5
2010-11-10;41.11
2010-11-10;31.8
2010-11-10;5229.5
2010-11-10;485.72
2010-11-10;187.86
2010-11-10;177.76
2010-11-10;55.99
2010-11-10;83.9
2010-11-10;202.72
2010-11-10;410.2
2010-11-10;10570.32
2010-11-10;17795.28
2010-11-10;1134.73
2010-11-10;3032.12
2010-11-10;2431.3
2010-11-10;63.19
2010-11-10;846.18
2010-11-10;90.64
2010-11-10;12165.36
2010-11-10;12077
2010-11-10;186.16
2010-11-10;239.97
2010-11-10;524.04
2010-11-10;35.78
2010-11-10;17.89
2010-11-10;5543.75
2010-11-10;1202.81
2010-11-10;53
2010-11-10;127.67
2010-11-10;106
2010-11-10;99.27
2010-11-10;69.83
2010-11-10;29.25
2010-11-10;275.26
2010-11-10;55.45
2010-11-10;636.4
2010-11-10;3751.07
2010-11-10;3383.79
2010-11-10;378.06
2010-11-10;1210.16
2010-11-10;669.35
2010-11-10;557.7
2010-11-10;89.45
2010-11-10;525.53
2010-11-10;1500.43
2010-11-10;5668.59
2010-11-10;322.13
2010-11-10;322.13
2010-11-10;21
2010-11-10;109.47
2010-11-10;347.81
2010-11-10;-1272.5
2010-11-10;83.26
2010-11-10;881.39
2010-11-10;279.17
2010-11-10;5008.29
2010-11-10;158.05
2010-11-10;14829.4
2010-11-10;488.98
2010-11-11;5.24
2010-11-11;40.04
2010-11-11;38.8
2010-11-11;3.5
2010-11-11;37.1
2010-11-11;74.2
2010-11-11;495.4
2010-11-11;47.05
2010-11-11;253.2
2010-11-11;193.46
2010-11-11;13056.03
2010-11-11;1112.22
2010-11-11;158.05
2010-11-11;367
2010-11-11;657.69
2010-11-11;113.93
2010-11-11;142.3
2010-11-11;301.15
2010-11-11;183.18
2010-11-11;177.61
2010-11-11;53.73
2010-11-11;166.43
2010-11-11;58.5
2010-11-11;1067.54
2010-11-11;-58.5
2010-11-11;149.68
2010-11-11;50.31
2010-11-11;984.56
2010-11-11;15162.24
2010-11-11;15162.24
2010-11-11;16.04
2010-11-11;666.12
2010-11-11;594.3
2010-11-11;492.28
2010-11-11;38.61
2010-11-11;38.93
2010-11-11;238.15
2010-11-11;1135.81
2010-11-11;138.56
2010-11-11;68.41
2010-11-11;4328.72
2010-11-11;830.83
2010-11-12;11.83
2010-11-12;5.82
2010-11-12;49.04
2010-11-12;3.82
2010-11-12;39.43
2010-11-12;4.08
2010-11-12;4.35
2010-11-12;39.43
2010-11-12;4.08
2010-11-12;3.82
2010-11-12;3.5
2010-11-12;7.63
2010-11-12;37.1
2010-11-12;4.77
2010-11-12;3.82
2010-11-12;3.82
2010-11-12;3.82
2010-11-12;139.13
2010-11-12;98.8
2010-11-12;83.79
2010-11-12;65.08
2010-11-12;48.81
2010-11-12;26.24
2010-11-12;572.05
2010-11-12;207.04
2010-11-12;4670.2
2010-11-12;96.36
2010-11-12;5.86
2010-11-12;992.06
2010-11-12;-134.86
2010-11-12;108.82
2010-11-12;64.8
2010-11-12;88.82
2010-11-12;215.9
2010-11-12;2.73
2010-11-12;7.7
2010-11-12;27.31
2010-11-12;82.81
2010-11-12;201.6
2010-11-12;1177
2010-11-12;83.18
2010-11-12;8.93
2010-11-12;107.59
2010-11-12;55.45
2010-11-12;957.3
2010-11-12;65.2
2010-11-12;5921.56
2010-11-12;131.23
2010-11-12;131.23
2010-11-12;1973.08
2010-11-12;1973.08
2010-11-12;1749
2010-11-12;1749
2010-11-12;1766.27
2010-11-12;1766.27
2010-11-12;3696.75
2010-11-12;1699.24
2010-11-12;243.8
2010-11-12;243.8
2010-11-12;2.23
2010-11-12;-1260.42
2010-11-12;28.96
2010-11-12;9.65
2010-11-13;235.96
2010-11-13;236.48
2010-11-13;236.48
2010-11-13;583.68
2010-11-13;239.1
2010-11-13;85.18
2010-11-15;89.11
2010-11-15;3.82
2010-11-15;3.5
2010-11-15;3.82
2010-11-15;89.87
2010-11-15;44.73
2010-11-15;3.82
2010-11-15;77.33
2010-11-15;535.71
2010-11-15;1218.27
2010-11-15;65
2010-11-15;55.59
2010-11-15;286.2
2010-11-15;535.71
2010-11-15;1071.43
2010-11-15;33.53
2010-11-15;194.62
2010-11-15;107.94
2010-11-15;196.24
2010-11-15;60.92
2010-11-15;-206.41
2010-11-15;148.75
2010-11-15;216
2010-11-15;25.12
2010-11-15;-629.48
2010-11-15;225.73
2010-11-15;325.9
2010-11-15;199.28
2010-11-15;2736
2010-11-15;270.9
2010-11-15;2115.12
2010-11-15;115.74
2010-11-16;3.62
2010-11-16;38.8
2010-11-16;47.17
2010-11-16;5.62
2010-11-16;42.4
2010-11-16;25.12
2010-11-16;802.22
2010-11-16;-447.24
2010-11-16;155.27
2010-11-16;-318.19
2010-11-16;84.37
2010-11-16;68.26
2010-11-16;30.28
2010-11-16;175.16
2010-11-16;99.85
2010-11-16;54.67
2010-11-16;162.6
2010-11-16;1.97
2010-11-16;525.95
2010-11-16;-1.97
